"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Austria","AUT","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","103.429138183594","102.895690917969","101.281776428223","100.164260864258","99.7877883911133","99.3358993530273","99.5762100219727","97.3933563232422","96.8788299560547","96.3453979492188","96.5263290405273","97.4223937988281","97.2372512817383","97.2459487915039","96.7793807983398","99.2838592529297","101.116073608398","103.949211120605","105.74227142334","105.482109069824","104.290382385254","104.070747375488","103.46605682373","102.562530517578","102.51252746582","102.543968200684","102.9658203125","103.769050598145","103.926063537598","103.817420959473","103.09300994873","101.388008117676","100.604553222656","100.871688842773","100.982490539551","101.689811706543","101.756462097168","100.774368286133","100.231262207031","99.8386764526367","99.8693313598633","100.76927947998","101.560722351074","102.248977661133","","",
"Azerbaijan","AZE","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","115.444732666016","","","","","118.56990814209","","","110.403297424316","110.121559143066","109.057960510254","108.18350982666","107.709289550781","110.45556640625","111.74430847168","93.2537536621094","94.5219268798828","92.9260025024414","95.4801406860352","97.2074890136719","98.8610000610352","98.3494262695313","96.2132415771484","97.2613296508789","95.526969909668","94.2166595458984","94.7712020874023","94.0724716186523","95.0685729980469","93.7622985839844","95.5736312866211","97.9553070068359","100.500450134277","106.05989074707","","",
"Burundi","BDI","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","28.3964004516602","27.4546508789063","23.6915493011475","21.6046504974365","21.8485507965088","21.7474899291992","21.9487495422363","23.5907402038574","23.9460296630859","25.9890098571777","28.4164009094238","32.8569488525391","40.254810333252","45.3514709472656","49.6518898010254","53.4461212158203","59.4452285766602","66.3705596923828","67.2247314453125","67.3259735107422","68.6626663208008","65.2125473022461","64.20947265625","","48.1569519042969","37.6323013305664","38.9750900268555","46.5642013549805","55.1526718139648","56.9054718017578","59.681079864502","64.4674682617188","69.8750534057617","74.7175369262695","79.0621490478516","100.044998168945","111.299621582031","118.097778320313","126.069938659668","131.456954956055","135.119049072266","133.305282592773","130.45930480957","127.635772705078","","",
"Belgium","BEL","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","107.663017272949","106.979476928711","101.415367126465","104.105926513672","104.676193237305","105.760971069336","106.401039123535","106.459938049316","105.798027038574","105.671516418457","104.88468170166","103.981010437012","100.61109161377","99.5776214599609","98.7184982299805","98.947639465332","99.8302917480469","100.860763549805","101.093437194824","100.513687133789","99.6764602661133","98.2466583251953","101.690826416016","101.034233093262","101.01676940918","101.285987854004","","","103.67008972168","104.860710144043","104.241142272949","103.419998168945","102.720909118652","101.316513061523","101.224708557129","101.840133666992","102.79280090332","103.523361206055","103.523262023926","103.265640258789","103.188621520996","103.550163269043","105.119972229004","104.854316711426","","",
"Benin","BEN","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","34.5107002258301","37.4005012512207","41.1382217407227","39.3822708129883","45.8286399841309","47.6049194335938","49.5912818908691","50.3991317749023","56.3872985839844","57.7602081298828","59.8323707580566","64.0455322265625","65.6197128295898","63.6177291870117","63.7705497741699","61.8988990783691","62.2944297790527","61.2750701904297","60.7579612731934","50.9382095336914","57.7812614440918","60.9154891967773","65.8818588256836","66.1869812011719","69.4381103515625","71.8011627197266","75.3808212280273","78.3169784545898","78.4035034179688","81.2021484375","89.1018829345703","94.3789978027344","97.8408889770508","101.540908813477","98.5452270507813","98.7934188842773","","110.033363342285","114.872589111328","116.288780212402","118.607521057129","122.76953125","124.34790802002","125.56120300293","","",
"Burkina Faso","BFA","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","12.2055902481079","12.7292404174805","13.0510702133179","13.5260400772095","14.1169500350952","14.6145401000977","15.072190284729","15.7308502197266","16.3603897094727","17.292049407959","18.4838600158691","20.0635299682617","21.8378505706787","23.3426094055176","25.56907081604","27.7766208648682","29.7862491607666","30.3163299560547","31.4987297058105","32.5255012512207","33.7229690551758","34.414909362793","35.4765815734863","36.7763595581055","38.8354911804199","40.9695701599121","","43.318000793457","44.2832717895508","45.0165901184082","46.437858581543","47.0606803894043","49.3179092407227","53.8832397460938","58.333381652832","62.0652389526367","67.6652221679688","73.2032012939453","77.5583572387695","77.8303527832031","81.2820510864258","83.6821899414063","85.2625579833984","86.8900680541992","","",
"Bangladesh","BGD","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","55.4179801940918","51.151611328125","63.2319717407227","74.9533920288086","73.1306381225586","77.8343505859375","79.1650772094727","73.7133026123047","72.4979095458984","71.625617980957","70.6076126098633","69.3798370361328","70.5682220458984","71.7711029052734","70.2341918945313","68.0368728637695","67.4276733398438","66.2238922119141","77.7812423706055","77.748893737793","81.0475616455078","","","","","","","","","","","","","","","98.6610412597656","99.4010467529297","98.603889465332","96.5455017089844","99.7693176269531","102.656288146973","111.876556396484","","","","","",
"Bulgaria","BGR","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","106.238647460938","104.31974029541","102.052757263184","99.7469024658203","96.352409362793","98.305793762207","100.419593811035","103.106781005859","103.650787353516","101.418121337891","100.817092895508","103.599578857422","104.777221679688","106.661346435547","107.41047668457","105.058441162109","106.001586914063","103.841918945313","101.700340270996","95.0581893920898","93.9680786132813","93.9885330200195","94.8825378417969","95.9732818603516","97.9763565063477","101.457832336426","102.578048706055","103.49942779541","103.858436584473","104.321830749512","105.798919677734","104.986320495605","105.890808105469","105.115242004395","101.197196960449","98.64306640625","100.37548828125","101.53636932373","102.92601776123","103.633171081543","101.500511169434","100.128936767578","99.3743896484375","99.0790328979492","","",
"Bahrain","BHR","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","106.430770874023","109.711097717285","111.847007751465","112.906806945801","115.354339599609","112.398208618164","110.339996337891","108.463859558105","109.246856689453","109.147178649902","107.043281555176","106.129043579102","105.369506835938","109.721878051758","111.181007385254","112.579528808594","111.938758850098","112.156707763672","112.716987609863","110.276382446289","111.366218566895","107.83708190918","107.686782836914","107.034111022949","107.752700805664","107.638877868652","107.315780639648","106.079010009766","104.391731262207","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","101.795722961426","99.9192504882813","96.3718338012695","99.3930435180664","102.487319946289","103.536437988281","105.192413330078","106.278373718262","104.193969726563","101.002349853516","101.891822814941","100.504257202148","100.898902893066","95.9269485473633","105.375381469727","106.490310668945","","","","98.2763824462891","95.1076278686523","94.4689788818359","95.3930511474609","94.6169128417969","95.9730377197266","101.278579711914","98.9780807495117","99.4588088989258","96.8880004882813","","","94.4444427490234","","103.741836547852","109.163230895996","107.84496307373","111.216972351074","111.244338989258","107.352897644043","107.897750854492","","","","","","",
"Bosnia and Herzegovina","BIH","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2223281860352","100.494567871094","101.225708007813","100.172317504883","","",
"Belarus","BLR","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","98.9335174560547","97.3535385131836","96.0393218994141","94.8063125610352","94.6401596069336","95.0895233154297","96.5341873168945","98.3994674682617","99.9524993896484","102.213531494141","103.616676330566","104.877746582031","105.622200012207","106.489036560059","107.322410583496","108.347221374512","94.3037109375","94.2636566162109","93.4164581298828","93.2724609375","95.1169815063477","94.7469711303711","96.4952697753906","96.6392517089844","97.8770980834961","98.8878402709961","100.126243591309","102.377136230469","111.295928955078","113.14331817627","113.922836303711","111.073669433594","100.946388244629","98.6296310424805","97.3019866943359","98.4362030029297","100.946662902832","104.026649475098","105.076683044434","103.449913024902","101.212371826172","98.9761428833008","97.8024063110352","98.9662780761719","","",
"Belize","BLZ","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","113.398986816406","111.363838195801","111.060447692871","110.56517791748","","107.256927490234","108.465850830078","108.963348388672","","109.257736206055","106.810447692871","107.590827941895","108.527130126953","113.282577514648","113.810447692871","112.528648376465","113.934677124023","113.103309631348","111.562957763672","112.731742858887","114.741371154785","113.819488525391","115.065277099609","117.849990844727","119.68505859375","123.128059387207","122.291007995605","","119.045051574707","115.889976501465","112.404037475586","107.269607543945","111.17211151123","112.891410827637","113.322059631348","113.730117797852","113.158760070801","112.351440429688","113.015380859375","112.550498962402","111.411117553711","113.791709899902","112.031448364258","111.730186462402","","",
"Bermuda","BMU","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","100.364463806152","98.2629623413086","95.8911209106445","96.4429473876953","97.1496810913086","100.412979125977","102.099411010742","103.076683044434","96.8953170776367","98.0989837646484","97.711181640625","97.6585922241211","97.2104797363281","96.0069427490234","96.7903900146484","","","","","","","","","","103.650901794434","","99.0237274169922","","","","101.286758422852","101.509201049805","101.624656677246","100.396583557129","99.1047286987305","97.114387512207","","","","92.2838897705078","89.8326110839844","87.5051879882813","86.4513397216797","87.4759979248047","","",
"Bolivia","BOL","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","85.0211486816406","84.8860397338867","86.4270172119141","88.8631591796875","91.0489501953125","95.7064208984375","97.8977127075195","94.9973983764648","95.9036636352539","97.4337615966797","96.5752029418945","98.0682067871094","","99.7783889770508","104.864418029785","","102.385299682617","108.463409423828","","97.8132934570313","100.132179260254","101.915946960449","102.461441040039","103.971321105957","106.783050537109","110.171607971191","112.303527832031","114.225036621094","115.686721801758","117.915618896484","120.398910522461","119.715629577637","121.626953125","119.104972839355","115.543937683105","","113.414329528809","112.647163391113","111.519233703613","","","","","","","","",
"Brazil","BRA","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.645385742188","","150.785552978516","146.827789306641","140.544494628906","133.696304321289","133.262161254883","","128.179794311523","132.055206298828","131.165161132813","","132.496612548828","130.376022338867","109.770492553711","","","",
"Barbados","BRB","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","102.386009216309","100.294311523438","101.341583251953","98.5870666503906","104.621513366699","107.53784942627","114.572242736816","116.309173583984","115.143028259277","101.396270751953","98.1440582275391","98.2572784423828","99.7894821166992","105.97290802002","108.69612121582","","","","119.468559265137","114.485313415527","","106.295097351074","","","","","","","102.226623535156","100.662170410156","99.2787170410156","96.7653884887695","96.6531219482422","94.9640579223633","96.1370620727539","98.2502975463867","99.6778030395508","101.227180480957","100.544151306152","99.7051773071289","98.4172134399414","","","93.6272811889648","","",
"Brunei Darussalam","BRN","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","129.260726928711","132.998886108398","133.798934936523","131.554870605469","129.172790527344","124.407066345215","123.915580749512","125.641128540039","125.101249694824","109.857597351074","108.753608703613","109.427253723145","105.988220214844","106.140892028809","107.813186645508","105.862503051758","111.636680603027","110.706993103027","114.086608886719","118.66869354248","","113.07543182373","113.789649963379","115.870422363281","117.016860961914","115.689300537109","114.037719726563","111.583801269531","113.575828552246","112.918876647949","111.294036865234","108.486358642578","109.029518127441","112.139877319336","112.602272033691","112.095886230469","111.76969909668","110.949676513672","108.575347900391","107.615791320801","107.130737304688","107.408950805664","106.783729553223","107.451942443848","107.444030761719","","",
"Bhutan","BTN","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","20.143970489502","20.1260604858398","21.6025199890137","","24.9241199493408","","30.2196998596191","32.7692184448242","32.8037605285645","36.5390510559082","46.6493988037109","51.6700897216797","53.9024696350098","57.4068908691406","59.2165107727051","58.6430511474609","53.6853408813477","54.2271690368652","55.9498481750488","","","51.1283912658691","50.7497291564941","56.2053298950195","59.2786598205566","63.2397804260254","67.307991027832","70.7318878173828","72.8438262939453","74.984748840332","78.2390365600586","81.7581787109375","84.8397827148438","88.1061325073242","91.78125","94.5741882324219","97.6286392211914","100.509918212891","103.061737060547","106.817802429199","109.402969360352","111.083030700684","110.975616455078","104.843017578125","102.131698608398","","",
"Botswana","BWA","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","59.8574981689453","55.1992492675781","55.9616203308105","61.6438598632813","64.9090270996094","70.5152206420898","73.7018814086914","77.8517532348633","79.6389770507813","82.8108215332031","87.7842330932617","91.0702514648438","92.1624984741211","94.0335311889648","95.6330337524414","97.9911727905273","99.4507827758789","100.91577911377","102.160057067871","104.050003051758","103.837562561035","106.249931335449","104.497291564941","103.69596862793","103.62574005127","102.739677429199","103.482887268066","104.161712646484","103.645500183105","104.133369445801","105.081642150879","106.918090820313","107.589668273926","107.623802185059","107.138389587402","107.195167541504","107.644866943359","106.690269470215","106.479217529297","107.509666442871","","","108.065582275391","108.572387695313","","","",
"Central African Republic","CAF","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","64.8748474121094","63.5938606262207","67.3807907104492","67.758186340332","71.1460494995117","71.3843078613281","73.6036224365234","72.83203125","71.4410781860352","70.3078079223633","69.3332672119141","70.9796371459961","71.8899230957031","74.9612274169922","77.0488433837891","75.6206588745117","64.9165573120117","65.7893905639648","66.3393478393555","70.142578125","65.0303421020508","56.9478988647461","","","","","","","","","77.8815078735352","68.6603317260742","68.0861434936523","58.4730491638184","65.0337600708008","64.7545013427734","75.0106811523438","86.8309631347656","88.8650436401367","91.8087692260742","92.5838088989258","93.4557266235352","","","","",
"Canada","CAN","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","102.419807434082","100.422729492188","98.3195037841797","96.9546127319336","97.7978210449219","98.0685424804688","98.6495132446289","99.1651000976563","99.2251586914063","99.2832412719727","99.0252990722656","104.73314666748","104.145538330078","103.580902099609","103.304908752441","103.546760559082","103.475738525391","103.521667480469","103.778869628906","103.784622192383","103.931289672852","103.152282714844","102.168899536133","101.367958068848","101.274322509766","102.271438598633","","99.3267822265625","99.7825698852539","100.332931518555","","","","98.116828918457","97.0558013916016","98.6313095092773","98.7864990234375","97.9133377075195","98.9870376586914","98.6895980834961","98.2953109741211","99.6937713623047","100.572311401367","","","",
"Central Europe and the Baltics","CEB","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","106.04508","105.78227","107.40842","107.41377","106.6639","105.97478","105.26606","104.33531","103.12001","101.51551","99.39802","97.70702","99.02261","99.97406","100.52173","100.32514","99.55339","98.43602","96.95701","95.83237","94.50877","94.58901","95.66146","96.98813","97.89518","97.98019","98.28801","98.79279","99.28892","98.6309","99.01534","99.78227","99.94038","100.09733","100.7584","99.67881","99.00273","99.16022","98.77957","99.21897","99.4269","99.19476","99.50276","99.27139","","","",
"Switzerland","CHE","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","","","93.3003692626953","92.6995162963867","92.0678176879883","91.3868637084961","82.9276885986328","83.9060287475586","82.9473114013672","82.3842926025391","82.2996520996094","82.2741088867188","81.7133407592773","81.2647323608398","81.0880584716797","81.4386367797852","82.5838165283203","84.447021484375","86.967643737793","89.4330978393555","90.7615737915039","91.0433807373047","95.3830337524414","94.3319396972656","95.825080871582","97.8481903076172","","105.087509155273","105.550880432129","106.36589050293","105.313621520996","104.331398010254","103.737098693848","103.074661254883","102.056221008301","101.735610961914","101.834930419922","102.259338378906","102.556549072266","102.584251403809","102.86888885498","102.909339904785","103.354652404785","103.231002807617","","",
"Channel Islands","CHI","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","122.184860229492","128.835586547852","128.878875732422","128.608993530273","127.33975982666","123.663421630859","119.225303649902","117.683097839355","117.125679016113","117.887268066406","116.136596679688","114.975448608398","113.636390686035","112.682022094727","109.707077026367","110.35954284668","109.092681884766","","106.277008056641","106.724678039551","107.397010803223","107.022361755371","103.60221862793","103.248977661133","","","102.397689819336","105.338310241699","106.368370056152","108.365577697754","108.931129455566","","108.106880187988","106.676292419434","110.49356842041","109.504722595215","108.991050720215","109.121322631836","108.757881164551","106.75617980957","103.285133361816","102.197052001953","101.725601196289","100.188079833984","100.526138305664","","",
"China","CHN","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","109.137786865234","108.300811767578","109.926467895508","117.295867919922","120.958946228027","123.28645324707","123.270980834961","118.092826843262","112.101501464844","110.720848083496","111.238166809082","112.76741027832","112.409378051758","112.498237609863","113.383232116699","118.639221191406","123.565818786621","128.382125854492","130.391815185547","130.738189697266","129.702194213867","126.340393066406","123.403541564941","119.845703125","116.281311035156","112.989349365234","109.117111206055","106.498100280762","106.204193115234","","","107.435470581055","110.240966796875","113.46549987793","","","104.753509521484","109.365356445313","112.997047424316","113.952392578125","112.473922729492","110.783981323242","110.088768005371","108.733947753906","103.918968200684","","",
"Cote d'Ivoire","CIV","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","60.359489440918","62.1152992248535","61.6070404052734","62.6664581298828","63.614128112793","63.9807205200195","63.9283294677734","66.1728897094727","69.1989288330078","72.2161483764648","73.9000473022461","75.7525482177734","76.2477188110352","75.9246063232422","74.0285186767578","72.0131607055664","71.1682434082031","70.1302032470703","70.3910369873047","70.9855270385742","70.8996429443359","69.4220123291016","68.8474884033203","67.5593719482422","69.6797790527344","70.3051605224609","70.8119430541992","71.7851333618164","72.686637878418","74.8508377075195","74.2789535522461","76.5071868896484","76.9568862915039","72.4408493041992","","","69.1604309082031","69.6547088623047","73.6116790771484","72.9506912231445","","81.5593338012695","84.9939117431641","86.5443725585938","89.6056900024414","","",
"Cameroon","CMR","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","89.3826217651367","86.7798767089844","86.9549713134766","87.8860015869141","89.9731292724609","91.2353515625","89.8788375854492","90.9308090209961","91.4842987060547","91.9209518432617","94.3733978271484","95.4081802368164","98.021858215332","96.5175704956055","97.6752319335938","98.8453826904297","100.519943237305","101.172332763672","97.7220306396484","97.3120803833008","94.7582931518555","88.9995269775391","","82.1400604248047","79.9301300048828","73.382438659668","76.7441711425781","78.7266311645508","81.0092010498047","83.1426010131836","98.1432266235352","97.9571990966797","97.9484024047852","102.240600585938","100.340232849121","99.313606262207","101.30802154541","101.644676208496","103.871726989746","106.192527770996","105.906021118164","110.811309814453","","113.550239562988","","",
"Congo, Rep.","COG","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","","112.733558654785","118.192596435547","120.606460571289","123.016296386719","124.672378540039","125.562103271484","125.566551208496","126.830909729004","127.107978820801","131.177291870117","129.535766601563","130.409210205078","130.99983215332","132.773742675781","133.056030273438","134.301208496094","136.620040893555","130.966506958008","128.911834716797","125.55982208252","123.828079223633","121.004737854004","123.421257019043","119.638519287109","120.380928039551","113.528289794922","111.73486328125","93.7447891235352","59.3898811340332","88.2731704711914","103.7705078125","106.367118835449","100.743446350098","112.565231323242","111.852592468262","112.168746948242","109.613212585449","107.243278503418","111.063468933105","113.066879272461","113.316772460938","110.888458251953","","","","",
"Colombia","COL","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","","","","","","","","","","","102.519866943359","105.122596740723","105.34790802002","107.353652954102","106.610000610352","108.031387329102","108.818138122559","111.290702819824","114.978256225586","118.660041809082","115.782341003418","118.08080291748","109.655403137207","109.415466308594","107.429512023926","105.349967956543","102.096046447754","102.868957519531","102.21900177002","101.87239074707","101.686012268066","101.992622375488","106.149353027344","107.33683013916","108.312828063965","109.363731384277","114.575759887695","","119.293426513672","119.631950378418","120.910942077637","118.982109069824","120.987030029297","","125.021621704102","127.504409790039","128.716293334961","129.41520690918","129.498886108398","129.685150146484","124.284637451172","120.518730163574","116.561210632324","116.621070861816","113.746620178223","","",
